,times,train_loss,test_loss,train_acc,test_acc
0,32.046147090848535,1.2684340892350563,0.5490986106933833,0.0,0.0
1,0.2797684380784631,0.22541534317936981,0.13697484093722972,0.0,0.0
2,0.27944748802110553,0.14965698429167296,0.12697777360243478,0.0,0.0
3,0.27983282902278006,0.1423140019537385,0.12459886753741836,0.0,0.0
4,0.28059348301030695,0.14147423627642064,0.12448526741278011,0.0,0.0
5,0.2794192750006914,0.141410229113672,0.12439123566975047,0.0,0.0
6,0.27845057705417275,0.1414038451590392,0.12440803171216167,0.0,0.0
7,0.2803720480296761,0.1414033002016237,0.12440526307820128,0.0,0.0
8,0.2809498889837414,0.14140324473028387,0.12440435346845763,0.0,0.0
9,0.2806584641803056,0.14140323932888227,0.12440416033030836,0.0,0.0
10,0.28057693294249475,0.14140323889519463,0.12440386954156354,0.0,0.0
11,0.28034102893434465,0.14140323885447023,0.12440391281129988,0.0,0.0
12,0.280914843082428,0.14140323885135547,0.12440391362403769,0.0,0.0
13,0.28095729392953217,0.14140323885106174,0.12440390848515263,0.0,0.0
14,0.2801835830323398,0.141403238851033,0.12440390981693564,0.0,0.0
15,0.2792440459597856,0.14140323885103034,0.12440391003731005,0.0,0.0
16,0.28044312400743365,0.1414032388510301,0.12440390983223071,0.0,0.0
17,0.2803262120578438,0.1414032388510301,0.12440390987692984,0.0,0.0
18,0.2795622230041772,0.14140323885102998,0.12440390985216385,0.0,0.0
19,0.2786402821075171,0.1414032388510301,0.12440390985510467,0.0,0.0
20,0.28089743899181485,0.14140323885103007,0.12440390985367683,0.0,0.0
21,0.2799358118791133,0.14140323885103007,0.12440390985393783,0.0,0.0
22,0.2807602339889854,0.14140323885103,0.12440390985380852,0.0,0.0
23,0.2805933482013643,0.14140323885103,0.12440390985379804,0.0,0.0
24,0.28092070017009974,0.14140323885103,0.12440390985379336,0.0,0.0
25,0.2806849451735616,0.14140323885103,0.12440390985379061,0.0,0.0
26,0.2807672629132867,0.14140323885103004,0.12440390985379127,0.0,0.0
27,0.28067378513514996,0.14140323885103,0.12440390985379107,0.0,0.0
28,0.28009463590569794,0.14140323885103004,0.12440390985379111,0.0,0.0
29,0.27955739898607135,0.14140323885103,0.12440390985379107,0.0,0.0
30,0.2803620609920472,0.14140323885102998,0.12440390985379107,0.0,0.0
31,0.27881839592009783,0.14140323885103,0.12440390985379111,0.0,0.0
32,0.27829852094873786,0.14140323885103,0.12440390985379111,0.0,0.0
33,0.28011509007774293,0.14140323885103,0.12440390985379111,0.0,0.0
34,0.2795816140715033,0.14140323885103,0.12440390985379111,0.0,0.0
35,0.28031662106513977,0.14140323885103,0.12440390985379111,0.0,0.0
36,0.28000627597793937,0.14140323885103,0.12440390985379111,0.0,0.0
37,0.2800149309914559,0.14140323885103,0.12440390985379111,0.0,0.0
38,0.2804406238719821,0.14140323885103,0.12440390985379111,0.0,0.0
39,0.2795490741264075,0.14140323885103,0.12440390985379111,0.0,0.0
