,times,data_upd_times,test_loss,test_acc,eta
0,5023.115746248979,4664.257250855211,0.6824625538099052,56.3832,0.5020025174337692
1,4891.934096814599,4537.885684189387,0.6765770615906295,58.1884,0.5019600670523143
2,4850.447117146105,4497.489597702399,0.6719904538820515,59.805,0.5016523523987887
3,4951.407959048636,4594.675427293405,0.6684337717184207,60.4264,0.5020586972614247
4,4993.791574092116,4632.025905611925,0.6655647987369798,60.8018,0.5017121524804151
5,4980.7495777262375,4623.416680700146,0.6631905301211609,61.131,0.5017475205217841
6,4979.625301360153,4622.299076357856,0.6612891125254237,61.2024,0.5022290209868518
7,4998.620147745125,4638.59700650489,0.6595504371375931,61.4528,0.5019002881743595
8,4873.308924854267,4517.701923677698,0.6581310669919694,61.538,0.5015620916117677
9,4970.682441715151,4611.293791867327,0.6568385914111882,61.6762,0.5018602538743538
