,times,data_upd_times,test_loss,test_acc,eta
0,5193.629797469825,4781.136999388225,0.6824632925834186,56.382,0.5020033863453817
1,5093.157010231167,4680.92645321833,0.6769122903445032,59.4594,0.5021001557381535
2,4985.630462824833,4577.360354924109,0.6720473317760195,60.0714,0.5019826559094649
3,5007.008389135357,4601.6174420141615,0.6686273644252275,60.5948,0.5021143942309891
4,5190.978921927046,4777.760696779471,0.6655662071582352,60.7896,0.5016846233087128
5,4986.16919876216,4580.745745212771,0.6632470130397948,60.9996,0.501422295493318
6,5037.096009619068,4627.527700860053,0.6612122442633168,61.282,0.5018424624341267
7,5015.958835697267,4604.686709778383,0.6597084191001147,61.3718,0.5020930772177877
8,4983.670872460119,4574.494418729562,0.6580947130088725,61.556,0.5029377126817491
9,4955.5452744108625,4548.788408549968,0.6569584258033978,61.6148,0.5016389319508263
