,times,data_upd_times,test_loss,test_acc,eta
0,5329.790209650062,4637.783443099819,0.6913967447639479,52.9014,1.9281759741595266
1,5348.276030273177,4654.197687159292,0.6913434216801173,52.9014,1.9281759741595266
2,5324.555192959961,4638.699059589766,0.6912954557555524,52.9014,1.9281759741595266
3,5498.535200000741,4799.838617740199,0.6912476397196651,52.9014,1.9281759741595266
4,5326.762553927954,4635.680920074228,0.691200065147246,52.9014,1.9281759741595266
5,5333.060735397041,4644.050734620076,0.6911526187583648,52.9014,1.9281759741595266
6,5281.800820938777,4594.683051025495,0.6911053816231676,52.9014,1.9281759741595266
7,5288.3351368545555,4600.638636555523,0.6910583350844582,52.9014,1.9281759741595266
8,5310.299935525749,4618.433954384178,0.6910114814713635,52.9014,1.9281759741595266
9,5302.767026968766,4613.426225712057,0.6909648062218072,52.9014,1.9281759741595266
