,times,data_upd_times,test_loss,test_acc,eta
0,5302.025306351017,4610.415124420077,1.6445704664330567,47.0986,40.0
1,5262.082260463852,4578.393797054421,1.1026369057795526,47.0986,40.0
2,5308.895138094667,4614.948771449272,1.3118162449028725,47.0986,40.0
3,5299.685773989186,4609.610198203009,2.4062625602576366,47.0986,40.0
4,5280.006004023831,4592.726064123213,1.6174309711200536,47.0986,40.0
5,5281.156848584302,4594.086678238586,2.7754146710088747,47.0986,40.0
6,5303.521738369018,4615.397310696542,1.7228354438723672,47.0986,40.0
7,5358.103773836978,4660.6084680799395,2.830575736208248,47.0986,40.0
8,5342.41872187471,4650.776379718445,1.8760194943704578,47.0986,40.0
9,5335.874432059936,4644.17146662483,2.6802793225675874,47.0986,40.0
