,times,data_upd_times,test_loss,test_acc,eta
0,5316.953773070592,4626.53006559331,0.6914650677637394,52.9014,0.04
1,5167.905846640002,4485.314576759934,0.6914609857995933,52.9014,0.04
2,5158.43989986321,4473.4329680749215,0.6914605891978898,52.9014,0.04
3,5224.0189285161905,4532.306673906278,0.691459779276267,52.9014,0.04
4,5229.666134883184,4537.328783482313,0.6914588519229713,52.9014,0.04
5,5187.700317423791,4498.647718636319,0.6914578743657229,52.9014,0.04
6,5133.0085555841215,4450.396751664113,0.6914568774699863,52.9014,0.04
7,5123.3639691085555,4442.462005811743,0.6914558733323667,52.9014,0.04
8,5141.492707954254,4458.528897433542,0.6914548664649862,52.9014,0.04
9,5110.083616361022,4430.6585311922245,0.6914538586771839,52.9014,0.04
