,times,train_loss,test_loss,train_acc,test_acc
0,7.321086464915425,0.29071394607383105,0.259103969934563,90.24761904761905,90.52682086345841
1,5.125947643071413,0.2731866614044164,0.23966822331128126,90.61428571428571,91.10369570669894
2,5.1208664467558265,0.26486869332710056,0.23290764274800735,90.79809523809524,91.35669185723165
3,5.1655535963363945,0.25970207290013125,0.23020956238817666,90.91238095238096,91.38177337215515
4,5.121950323693454,0.2556045014207624,0.22822572580925427,90.93904761904761,91.38613537475055
5,5.065161542966962,0.2530441354338019,0.2257964130420248,90.96095238095238,91.41994089486484
6,5.151314096990973,0.2506644195293741,0.2249858280771454,90.99142857142857,91.37959237085747
7,5.088377689011395,0.2494624171221152,0.2243439428192632,91.01142857142857,91.39813088188788
8,4.879604632034898,0.24797077680604915,0.22438360449311184,91.00857142857143,91.3894068766971
9,5.156015643849969,0.24668409138619482,0.22427088716524107,91.00761904761904,91.41012638902521
10,4.801329777110368,0.2459104055046492,0.22399317555113155,91.00571428571429,91.40903588837635
11,5.141765579115599,0.24509251835072907,0.22407167059652405,91.00571428571429,91.38831637604824
12,5.256153678987175,0.2446930180170762,0.22369554124834115,91.00666666666666,91.41994089486484
13,4.954506220761687,0.24437869722394934,0.22366541569538276,91.02666666666667,91.4144883916206
14,4.946669402066618,0.2438867290539839,0.22352219844821986,91.02285714285715,91.41557889226944
15,4.874006666243076,0.24360834560026873,0.2235987860885698,91.01714285714286,91.4166693929183
16,4.8233835133723915,0.2434579200114941,0.22362324585242044,91.0104761904762,91.41994089486484
17,4.844262851867825,0.2433137919170409,0.2236523690336098,91.01238095238095,91.40685488707865
18,4.802994241006672,0.2432146650781858,0.22356990815702146,91.01428571428572,91.41885039421598
19,4.655073435045779,0.2431245743143043,0.22341646106509488,91.01238095238095,91.41885039421598
20,4.796192661859095,0.242999167525415,0.2236145748440816,91.01428571428572,91.41012638902521
21,4.805109811015427,0.24296044598438776,0.22352336503937303,91.0104761904762,91.40794538772751
22,4.799306340049952,0.24292937256205116,0.22346078967479513,91.00857142857143,91.41885039421598
23,4.749980136752129,0.24288701435189802,0.22347062194908832,91.0104761904762,91.42103139551368
24,4.821633291896433,0.24281916908023574,0.22339177490556078,91.01333333333334,91.41885039421598
25,4.84350008238107,0.24277426921595924,0.22340790959813522,91.01428571428572,91.41557889226944
26,5.211597004905343,0.24275970633653104,0.2234268249812559,91.00857142857143,91.41885039421598
27,6.762165482155979,0.24270961203688524,0.22351948540012836,91.0104761904762,91.4144883916206
28,5.079064601100981,0.2426760867296545,0.22343976811917593,91.01238095238095,91.41885039421598
29,4.791101342998445,0.2426652603410384,0.22342906809985982,91.0104761904762,91.41775989356714
30,4.782940738834441,0.24264526795028293,0.22342698956991278,91.00952380952381,91.42103139551368
31,4.804355870932341,0.24264318985036656,0.22342796184107683,91.01238095238095,91.41994089486484
32,4.869952113833278,0.2426421033503916,0.22341328330088944,91.01238095238095,91.41885039421598
33,4.877125565893948,0.24263998542806203,0.22344065749150607,91.01142857142857,91.41557889226944
34,4.765018498990685,0.2426394579601832,0.22344679988217198,91.01142857142857,91.4144883916206
35,4.8092456217855215,0.24263858644956512,0.22345338248684146,91.01238095238095,91.41557889226944
36,5.013718391768634,0.24263731695739552,0.22344667419534237,91.01238095238095,91.41775989356714
37,5.015319520141929,0.24263714048944626,0.2234466792265635,91.01333333333334,91.4166693929183
38,5.654890418983996,0.24263697542695195,0.22344707431030722,91.01142857142857,91.4166693929183
39,4.497210409026593,0.2426367346751574,0.22344820970582158,91.01238095238095,91.4166693929183
