,times,train_loss,test_loss,train_acc,test_acc
0,391.54623671621084,0.9763301030820027,0.37627958619964796,0.0,0.0
1,1.3953700880520046,0.791492871322041,0.26514689433210487,0.0,0.0
2,1.3727123951539397,0.7436769029893909,0.2549433109812319,0.0,0.0
3,1.381392081733793,0.7074175931131159,0.24241322348847988,0.0,0.0
4,1.3789455122314394,0.6559762527047899,0.2350725079617127,0.0,0.0
5,1.3774897130206227,0.5987954632035632,0.23147417884239022,0.0,0.0
6,1.3818862047046423,0.4882758673311499,0.1867622353426057,0.0,0.0
7,1.3966940003447235,0.39315813893839635,0.15984700187665682,0.0,0.0
8,1.3466088469140232,0.28203616529304265,0.1407122955574578,0.0,0.0
9,1.336123252287507,0.20721195141540533,0.1301627688390552,0.0,0.0
10,1.353326156269759,0.17027912779365476,0.11777825528833566,0.0,0.0
11,1.330786601640284,0.14481409432794734,0.10968702496384541,0.0,0.0
12,1.3295791130512953,0.12975555215889564,0.11183207838657111,0.0,0.0
13,1.3486719271168113,0.11975574870691469,0.11097960215301934,0.0,0.0
14,1.3439089329913259,0.11060736068109286,0.11351338976858534,0.0,0.0
15,1.3459260640665889,0.10487298926917825,0.11796159461032664,0.0,0.0
16,1.379178723320365,0.10165656519700167,0.11444101915483831,0.0,0.0
17,1.3816281389445066,0.09940755477723397,0.12401321888029346,0.0,0.0
18,1.3481943369843066,0.0963330241808626,0.1198376477759962,0.0,0.0
19,1.36547113629058,0.09156278109535117,0.12210880715915677,0.0,0.0
20,1.35794160887599,0.08522953162879555,0.12096696487685435,0.0,0.0
21,1.3560723722912371,0.07814635636974539,0.11767705258011986,0.0,0.0
22,1.3511684439145029,0.07276285078231463,0.11465564285073336,0.0,0.0
23,1.360295187216252,0.06984643398653649,0.1126892955057124,0.0,0.0
24,1.3516000714153051,0.06847153287683555,0.11180380195954764,0.0,0.0
25,1.3628397602587938,0.06780862253382992,0.11190187481195028,0.0,0.0
26,1.3551009902730584,0.0674267736558023,0.11230200802158015,0.0,0.0
27,1.3532707798294723,0.06714879822284904,0.1129743662570199,0.0,0.0
28,1.343054517172277,0.06689445265608954,0.11314183665573156,0.0,0.0
29,1.3565558469854295,0.06677673123189203,0.1153314939849526,0.0,0.0
30,1.3122153049334884,0.06652669998082288,0.11431507333076919,0.0,0.0
31,1.2955379099585116,0.0662620794506099,0.11492325901116068,0.0,0.0
32,1.3082250421866775,0.06603346887423892,0.11485589214965843,0.0,0.0
33,1.3050501956604421,0.06570802992488994,0.1144953571881352,0.0,0.0
34,1.290814307052642,0.06551630685833153,0.11398238608622024,0.0,0.0
35,1.292932924348861,0.0654311097253905,0.11363923892206282,0.0,0.0
36,1.2971995803527534,0.06534744681967028,0.11329044657860057,0.0,0.0
37,1.3074007229879498,0.06530680615596524,0.1130871251435929,0.0,0.0
38,1.2882952010259032,0.06529215952551655,0.11304562587527348,0.0,0.0
39,1.3061769399791956,0.06527699630023068,0.11301716196770256,0.0,0.0
