,times,data_upd_times,test_loss,test_acc,eta
0,4960.533666939009,4607.839914930519,0.6914633855177061,52.9014,0.04
1,4824.659242677037,4477.519011517055,0.6914635104106923,52.9014,0.04
2,4852.302979648113,4504.26811357867,0.6914615411503156,52.9014,0.04
3,4858.358930427115,4510.847853696905,0.6914586419614105,52.9014,0.04
4,4902.826187223196,4553.392931312323,0.6914597485785757,52.9014,0.04
5,5037.376261151861,4682.282910113223,0.6914570974523268,52.9014,0.04
6,4916.8082541991025,4566.067559875548,0.6914591542523235,52.9014,0.04
7,4822.112156710587,4474.117792778648,0.6914565192266897,52.9014,0.04
8,4910.546272001695,4561.549721240997,0.6914537264499006,52.9014,0.04
9,4945.051917526871,4592.548614595551,0.6914549482570913,52.9014,0.04
