,times,data_upd_times,test_loss,test_acc,eta
0,4850.008850616869,4500.21824930748,0.6915221445041873,52.9014,3.999999999999999
1,4900.394810580183,4550.6069751014,0.6915781245932469,52.9014,3.999999999999999
2,4825.366107012145,4478.366836028174,0.6912717779349796,52.9014,3.999999999999999
3,4839.750386933796,4492.588427569717,0.691067162853808,52.9014,3.999999999999999
4,4794.651423829142,4447.164270760026,0.6909963757186054,52.9014,3.999999999999999
5,4845.88211966306,4497.493818847928,0.6910135468077501,52.9014,3.999999999999999
6,4852.861035551876,4503.821600685827,0.6913004385854686,52.9014,3.999999999999999
7,4796.293584106024,4450.428656769451,0.6909225680930992,52.9014,3.999999999999999
8,4822.021377670113,4473.450248370878,0.6905992676095182,52.9014,3.999999999999999
9,4866.034915437922,4516.65719063906,0.6907301986085698,52.9014,3.999999999999999
