,times,data_upd_times,test_loss,test_acc,eta
0,4871.094042347744,4520.101985499263,1.9171688282566517,47.0986,40.0
1,5935.9950836719945,5557.645257825032,1.6171249961580616,47.0986,40.0
2,8653.102915408555,8175.721838395577,1.9527353863038273,47.0986,40.0
3,9751.848707005382,9210.618191108573,1.2483805416595608,47.0986,40.0
4,9109.110247745179,8604.675300808158,1.227892513548831,47.0986,40.0
5,6724.114900214132,6338.329688883852,0.9195595573703393,47.0986,40.0
6,6056.491045241244,5686.427863227669,1.546004773454772,47.0986,40.0
7,6052.98196308827,5684.023890458513,1.9524323667355783,47.0986,40.0
8,6061.400374631863,5691.5651300773025,2.5301730376325366,47.0986,40.0
9,4985.561871342827,4631.678472950589,1.6760242291137628,47.0986,40.0
