,times,data_upd_times,test_loss,test_acc,eta
0,5288.328067224938,4599.658577998169,0.6914719471322657,52.9014,3.999999999999999
1,5286.727318620309,4596.89475263888,0.6912156042763119,52.9014,3.999999999999999
2,5261.251812736969,4568.872289423365,0.6911167862885338,52.9014,3.999999999999999
3,5273.053472475149,4589.470334094949,0.6910194382505025,52.9014,3.999999999999999
4,5287.099430686329,4602.141033239197,0.6909228224265078,52.9014,3.999999999999999
5,5277.60479218699,4595.739244080614,0.6908269785626618,52.9014,3.999999999999999
6,5300.310751465615,4611.82934756903,0.6907319346040142,52.9014,3.999999999999999
7,5261.934166966006,4577.784463356715,0.6906376704274715,52.9014,3.999999999999999
8,5275.550282796379,4589.850801426452,0.6905440806976357,52.9014,3.999999999999999
9,5342.689889129717,4651.713914368302,0.6904512115295465,52.9014,3.999999999999999
